group	cycle	wmo	park_depth	mean_date	uvp_points	ost_points	group_total_biovolume	slope	weighted_group_biovolume
last_group	29	4903634	500 m	2023-01-05T14:26:21Z	5	22	0.4023748879560017	0.0011041209227085386	0.08047497759120034
group_120	30	4903634	500 m	2023-01-14T04:35:28Z	3	14	0.16445434378508794	0.0020757462576294246	0.05481811459502931
group_131	30	4903634	500 m	2023-01-14T10:35:28Z	3	10	0.09980637881558771	0.002571933822547723	0.03326879293852924
group_151	30	4903634	500 m	2023-01-14T20:35:27Z	3	13	0.4181217350741933	0.001288511911208214	0.13937391169139776
group_40	30	4903634	500 m	2023-01-12T07:35:31Z	8	33	0.5569802946802866	0.002034060854907576	0.06962253683503583
group_88	30	4903634	500 m	2023-01-13T04:35:30Z	11	46	0.9453834359011486	0.0023024636640938635	0.08594394871828624
group_98	30	4903634	500 m	2023-01-13T18:35:30Z	1	5	0.08537654162213372	0.003846153879079245	0.08537654162213372
last_group	30	4903634	500 m	2023-01-15T03:35:27Z	4	18	0.4356436819818803	0.0011376483540687034	0.10891092049547008
group_121	31	4903634	500 m	2023-01-23T23:51:57Z	8	32	0.8568002663773681	0.002235122018976591	0.10710003329717101
group_136	31	4903634	500 m	2023-01-24T12:51:57Z	3	14	0.21135131731345938	0.0026686023430886586	0.07045043910448646
group_139	31	4903634	500 m	2023-01-24T16:51:57Z	1	2	0.029661333356762087	0.007715181243002189	0.029661333356762087
group_36	31	4903634	500 m	2023-01-22T05:52:00Z	8	34	1.106115800833375	0.002088530845571984	0.13826447510417186
group_60	31	4903634	500 m	2023-01-22T19:51:59Z	6	23	1.5528109129361671	0.002963673161808847	0.25880181882269454
group_66	31	4903634	500 m	2023-01-23T02:51:59Z	1	5	0.1568958585995918	0.0019195393146582973	0.1568958585995918
group_85	31	4903634	500 m	2023-01-23T09:51:59Z	4	18	0.13862951478744362	0.0029370582646679856	0.034657378696860905
last_group	31	4903634	500 m	2023-01-25T01:51:56Z	6	25	0.2333396412827227	0.0016902156993747238	0.03888994021378712
group_113	32	4903634	500 m	2023-02-03T00:20:39Z	3	14	0.4138271425603386	0.0017794254283234592	0.1379423808534462
group_144	32	4903634	500 m	2023-02-03T13:20:39Z	6	26	0.27428144454806563	0.0024714404056057314	0.04571357409134427
group_45	32	4903634	500 m	2023-02-01T08:20:41Z	9	39	0.9667418887144392	0.0024184921208428127	0.10741576541271547
group_53	32	4903634	500 m	2023-02-01T20:20:41Z	1	7	0.7697631520737076	0.0044773703583117904	0.7697631520737076
group_62	32	4903634	500 m	2023-02-02T00:20:40Z	1	8	0.022961765905692377	0.003840768254043035	0.022961765905692377
group_90	32	4903634	500 m	2023-02-02T07:20:40Z	4	27	0.2320798949321014	0.002514692539334306	0.05801997373302535
group_97	32	4903634	500 m	2023-02-02T18:20:40Z	1	5	0.02319081067786037	0.00288982542034813	0.02319081067786037
last_group	32	4903634	500 m	2023-02-04T01:20:37Z	6	25	0.5242268549494007	0.001449400874404371	0.08737114249156679
group_11	1	4903634	1000 m	2022-05-22T06:04:56Z	2	9	0.1267191725348203	0.0014026884926540868	0.06335958626741015
last_group	2	4903634	1000 m	2022-05-23T05:12:28Z	5	22	0.43266609273637063	0.001607966452789243	0.08653321854727412
last_group	3	4903634	1000 m	2022-05-25T10:51:38Z	6	25	1.1515812398251826	0.001558968042143595	0.19193020663753044
group_18	4	4903634	1000 m	2022-05-27T05:06:10Z	1	7	0.5646533078801311	0.003770324474783371	0.5646533078801311
group_9	4	4903634	1000 m	2022-05-27T01:06:10Z	1	7	0.07421059529282284	0.0031158715096903655	0.07421059529282284
group_9	5	4903634	1000 m	2022-05-29T07:48:29Z	1	7	0.21759279649630997	0.0024939599609661994	0.21759279649630997
last_group	5	4903634	1000 m	2022-05-29T14:48:29Z	2	10	0.36189117583246533	8.32098189273961e-4	0.18094558791623266
group_15	6	4903634	1000 m	2022-05-31T02:44:21Z	3	13	1.1784940369845698	0.0048619278657403425	0.3928313456615233
group_23	7	4903634	1000 m	2022-06-03T00:29:27Z	5	21	1.790674183328467	0.0020566355015408416	0.3581348366656934
group_41	7	4903634	1000 m	2022-06-03T09:29:27Z	4	17	2.1325811884826735	0.003274088257620456	0.5331452971206684
group_70	7	4903634	1000 m	2022-06-03T21:29:26Z	6	28	2.2695501231161566	0.0029163855717658374	0.37825835385269274
group_77	7	4903634	1000 m	2022-06-04T06:29:26Z	1	4	0.08360144091084408	0.002517702601575633	0.08360144091084408
group_90	7	4903634	1000 m	2022-06-04T11:29:26Z	2	12	0.4022031026764259	0.004833906894939521	0.20110155133821295
last_group	7	4903634	1000 m	2022-06-04T21:29:25Z	4	17	1.3058430783382273	0.00320873377582863	0.32646076958455683
group_104	8	4903634	1000 m	2022-06-12T07:05:24Z	4	16	0.9004906024061496	0.001802956276140128	0.2251226506015374
group_11	8	4903634	1000 m	2022-06-10T12:05:26Z	1	5	0.2754266698259587	0.005628041314249738	0.2754266698259587
group_140	8	4903634	1000 m	2022-06-12T21:05:24Z	8	32	2.004945820643038	0.002637263221788019	0.25061822758037977
group_147	8	4903634	1000 m	2022-06-13T07:05:24Z	2	6	0.7832195401451982	0.0031202687259351755	0.3916097700725991
group_158	8	4903634	1000 m	2022-06-13T11:05:23Z	2	10	0.4619265983972677	4.3365722130887335e-4	0.23096329919863384
group_167	8	4903634	1000 m	2022-06-13T17:05:23Z	2	7	1.1579945045928548	0.0032638407698444283	0.5789972522964274
group_186	8	4903634	1000 m	2022-06-14T00:05:23Z	3	16	0.5991818417756452	0.003663423410986111	0.19972728059188172
group_193	8	4903634	1000 m	2022-06-14T06:05:23Z	1	6	0.2292740918598108	7.862085914055017e-4	0.2292740918598108
group_202	8	4903634	1000 m	2022-06-14T10:05:21Z	1	7	0.22967491985612792	0.0019690692145192257	0.22967491985612792
group_215	8	4903634	1000 m	2022-06-14T16:05:21Z	3	12	0.6530074272863018	0.003226083629320753	0.21766914242876725
group_44	8	4903634	1000 m	2022-06-10T21:05:26Z	8	31	2.1994623292995037	0.002381605672996406	0.27493279116243796
group_66	8	4903634	1000 m	2022-06-11T12:05:25Z	3	16	0.6732206538490207	0.0035617748946726647	0.22440688461634026
group_81	8	4903634	1000 m	2022-06-11T20:05:25Z	3	13	0.6765418077730021	9.609609655830131e-4	0.22551393592433402
group_87	8	4903634	1000 m	2022-06-12T02:05:25Z	1	5	0.2694714977982465	0.006749970044182263	0.2694714977982465
last_group	8	4903634	1000 m	2022-06-14T22:05:21Z	3	11	0.7139906706405496	0.007109422109304186	0.23799689021351653
group_10	9	4903634	1000 m	2022-06-20T10:11:30Z	1	8	0.18833228986478528	0.0048287851230077805	0.18833228986478528
group_107	9	4903634	1000 m	2022-06-22T10:11:28Z	3	13	0.7682743504923031	0.0019369793908091556	0.256091450164101
group_124	9	4903634	1000 m	2022-06-22T17:11:28Z	4	16	1.015814784662488	0.005173808726097029	0.253953696165622
group_128	9	4903634	1000 m	2022-06-22T22:11:28Z	1	3	0.2954681109525417	0.005840600312743804	0.2954681109525417
group_135	9	4903634	1000 m	2022-06-23T01:11:28Z	2	6	0.6574165463417361	0.003118148626682604	0.32870827317086804
group_150	9	4903634	1000 m	2022-06-23T06:11:28Z	3	14	0.8717454491495283	0.0024029712000614408	0.2905818163831761
group_156	9	4903634	1000 m	2022-06-23T12:11:27Z	1	5	0.24490641683190376	0.008797296040160163	0.24490641683190376
group_175	9	4903634	1000 m	2022-06-23T19:11:27Z	4	17	1.0304164074485926	0.0036923081583981887	0.25760410186214816
group_189	9	4903634	1000 m	2022-06-24T02:11:27Z	3	12	0.8322924409081649	0.0014345808836816365	0.277430813636055
group_197	9	4903634	1000 m	2022-06-24T08:11:27Z	1	7	0.20029989397682582	0.005949303079063029	0.20029989397682582
group_203	9	4903634	1000 m	2022-06-24T12:11:25Z	1	5	0.21822266893261394	0.006002000792013573	0.21822266893261394
group_23	9	4903634	1000 m	2022-06-20T17:11:30Z	2	8	0.5109994998334725	0.005946046758496668	0.25549974991673624
group_33	9	4903634	1000 m	2022-06-20T21:11:30Z	2	9	0.553430093925211	0.004263887423316515	0.2767150469626055
group_43	9	4903634	1000 m	2022-06-21T03:11:30Z	2	9	0.5239405435256761	0.002134809287539674	0.26197027176283805
group_48	9	4903634	1000 m	2022-06-21T06:11:30Z	1	3	0.18638540590018732	0.0019016679222354504	0.18638540590018732
group_56	9	4903634	1000 m	2022-06-21T09:11:29Z	2	7	0.7265881530592001	0.0031725052199399763	0.36329407652960005
group_64	9	4903634	1000 m	2022-06-21T13:11:29Z	2	7	0.576506382741287	0.0038480039221935325	0.2882531913706435
group_77	9	4903634	1000 m	2022-06-21T19:11:29Z	2	11	0.4239051199771139	0.0019273238564502914	0.21195255998855694
group_93	9	4903634	1000 m	2022-06-22T02:11:29Z	3	15	0.7018512858049425	8.267926800016391e-4	0.2339504286016475
last_group	9	4903634	1000 m	2022-06-24T16:11:25Z	1	4	0.3136771923972209	0.0013357822705937217	0.3136771923972209
group_109	10	4903634	1000 m	2022-07-02T02:49:29Z	2	10	0.3825624885664952	0.003801528692215487	0.1912812442832476
group_120	10	4903634	1000 m	2022-07-02T08:49:29Z	2	10	0.3486065624979269	0.005500681461334071	0.17430328124896344
group_15	10	4903634	1000 m	2022-06-30T03:49:31Z	3	13	0.6291294816222409	0.002503128992825329	0.20970982720741363
group_152	10	4903634	1000 m	2022-07-02T18:49:28Z	8	31	1.7113673286466744	0.0036966133615751393	0.2139209160808343
group_158	10	4903634	1000 m	2022-07-03T03:49:27Z	1	5	0.1961770817582002	0.007672021359385245	0.1961770817582002
group_176	10	4903634	1000 m	2022-07-03T10:49:27Z	4	17	0.8505587825710674	0.005288886697186891	0.21263969564276686
group_185	10	4903634	1000 m	2022-07-03T16:49:27Z	2	8	0.8992308600487041	0.006606641561702875	0.44961543002435206
group_198	10	4903634	1000 m	2022-07-03T22:49:27Z	2	12	0.4314063458433227	0.002455645172971344	0.21570317292166136
group_37	10	4903634	1000 m	2022-06-30T11:49:31Z	5	21	1.3746711145615707	0.0033847847026936854	0.2749342229123141
group_57	10	4903634	1000 m	2022-06-30T22:49:31Z	4	19	1.0739922265618946	0.00712194792220207	0.26849805664047366
group_76	10	4903634	1000 m	2022-07-01T08:49:31Z	4	15	2.1984888997428667	0.0018910294770843406	0.5496222249357167
group_92	10	4903634	1000 m	2022-07-01T18:49:31Z	2	9	0.335207425694071	0.005688552215632893	0.1676037128470355
group_98	10	4903634	1000 m	2022-07-01T21:49:31Z	1	5	0.32736263399866156	0.0018988844093740381	0.32736263399866156
last_group	10	4903634	1000 m	2022-07-04T11:49:26Z	5	21	0.9395427841887737	0.003206301219948787	0.18790855683775473
group_10	11	4903634	1000 m	2022-07-10T01:45:32Z	1	8	0.08154003622993684	0.002688337689643367	0.08154003622993684
group_115	11	4903634	1000 m	2022-07-12T02:45:30Z	6	25	0.5915660932184701	0.0034979751775193377	0.09859434886974501
group_134	11	4903634	1000 m	2022-07-12T14:45:30Z	2	12	0.2468532997640344	0.003136423668369445	0.1234266498820172
group_143	11	4903634	1000 m	2022-07-12T20:45:30Z	2	8	0.1693788114161227	0.0027420893943778586	0.08468940570806135
group_157	11	4903634	1000 m	2022-07-13T01:45:28Z	3	12	0.3845093727389817	0.0038470050152855893	0.1281697909129939
group_170	11	4903634	1000 m	2022-07-13T08:45:28Z	2	12	0.23379773084227445	0.0021009323292872388	0.11689886542113723
group_197	11	4903634	1000 m	2022-07-13T18:45:28Z	6	26	1.0345392189906386	0.002468318087153448	0.17242320316510643
group_31	11	4903634	1000 m	2022-07-10T10:45:32Z	4	17	0.5953453390642621	0.0030697786928210145	0.14883633476606553
group_39	11	4903634	1000 m	2022-07-10T16:45:32Z	2	7	0.22509401917015934	0.0018920730113032858	0.11254700958507967
group_72	11	4903634	1000 m	2022-07-11T02:45:31Z	8	32	1.1301082603926584	0.004649182505274098	0.1412635325490823
group_84	11	4903634	1000 m	2022-07-11T13:45:31Z	3	11	0.49897463604064524	0.004563822544906238	0.1663248786802151
group_89	11	4903634	1000 m	2022-07-11T17:45:31Z	1	4	0.1132627754486688	0.008888536397794466	0.1132627754486688
last_group	11	4903634	1000 m	2022-07-14T10:45:27Z	8	34	1.8976382228572677	0.0023426409550011003	0.23720477785715846
group_126	12	4903634	1000 m	2022-07-22T07:05:14Z	6	31	2.766348835397101	0.002947238369380471	0.46105813923285016
group_140	12	4903634	1000 m	2022-07-22T19:45:14Z	3	13	1.8731876717501028	0.00578359808368159	0.6243958905833676
group_156	12	4903634	1000 m	2022-07-23T03:45:13Z	3	14	0.9823169488394192	0.002678179543593927	0.32743898294647306
group_16	12	4903634	1000 m	2022-07-20T05:45:17Z	3	14	1.10743281115638	0.0063996525302400485	0.36914427038546
group_170	12	4903634	1000 m	2022-07-23T10:45:13Z	2	10	0.8412252024354013	0.007935853328304265	0.42061260121770067
group_197	12	4903634	1000 m	2022-07-23T20:45:13Z	6	26	2.6915656230548843	0.005404992035832803	0.4485942705091474
group_219	12	4903634	1000 m	2022-07-24T11:45:12Z	3	13	1.14167504485448	0.003025337343260215	0.38055834828482665
group_26	12	4903634	1000 m	2022-07-20T11:45:17Z	1	8	0.5588699187919073	0.007046031299555087	0.5588699187919073
group_31	12	4903634	1000 m	2022-07-20T15:45:17Z	1	4	0.20356378472485512	0.0076087819457213435	0.20356378472485512
group_57	12	4903634	1000 m	2022-07-20T22:45:16Z	6	25	2.229238196173611	0.0031813154422754885	0.37153969936226855
group_68	12	4903634	1000 m	2022-07-21T08:45:15Z	2	10	1.2356407774395515	0.007227604172541868	0.6178203887197757
group_85	12	4903634	1000 m	2022-07-21T15:45:15Z	3	15	1.238904667432719	0.0060580347805610025	0.41296822247757303
last_group	12	4903634	1000 m	2022-07-24T16:45:12Z	2	8	0.5350492309055834	5.82372318252882e-4	0.2675246154527917
group_109	13	4903634	1000 m	2022-08-01T04:13:53Z	3	13	1.5284176081606446	0.008162257945918775	0.5094725360535483
group_119	13	4903634	1000 m	2022-08-01T11:13:53Z	2	9	0.5830341666633472	0.003635262153010299	0.2915170833316736
group_139	13	4903634	1000 m	2022-08-01T18:13:53Z	5	19	2.175927958138591	0.002774406353953207	0.4351855916277182
group_166	13	4903634	1000 m	2022-08-02T06:13:52Z	5	23	2.410699132948894	0.003985157783008635	0.4821398265897788
group_17	13	4903634	1000 m	2022-07-30T08:13:55Z	1	6	0.5058459890815458	0.008446311282703055	0.5058459890815458
group_179	13	4903634	1000 m	2022-08-02T16:13:52Z	3	11	1.0813216725396961	0.005036286201293949	0.36044055751323206
group_195	13	4903634	1000 m	2022-08-02T23:13:52Z	4	15	1.1917786400390673	0.0021031242642339716	0.2979446600097668
group_218	13	4903634	1000 m	2022-08-03T08:13:50Z	5	22	2.5800779457269174	0.005434750983161786	0.5160155891453835
group_25	13	4903634	1000 m	2022-07-30T12:13:55Z	1	7	0.6496862806961603	0.005126562174794291	0.6496862806961603
group_31	13	4903634	1000 m	2022-07-30T16:13:55Z	1	5	0.23396951561521334	0.007700329132444034	0.23396951561521334
group_63	13	4903634	1000 m	2022-07-31T01:13:54Z	8	31	4.311486729098045	0.002447612326531244	0.5389358411372557
group_7	13	4903634	1000 m	2022-07-30T04:13:55Z	1	5	0.518386203724486	0.0019077901471024339	0.518386203724486
group_79	13	4903634	1000 m	2022-07-31T13:13:54Z	4	14	1.4337647368967001	0.003766818703017846	0.35844118422417504
group_90	13	4903634	1000 m	2022-07-31T19:13:54Z	2	9	1.1432783585024024	9.814144686551701e-4	0.5716391792512012
last_group	13	4903634	1000 m	2022-08-03T17:13:50Z	2	8	1.368944995062247	0.005756583389087577	0.6844724975311235
group_121	14	4903634	1000 m	2022-08-11T04:43:45Z	8	32	4.762934523156427	0.002876119660866919	0.5953668153945534
group_138	14	4903634	1000 m	2022-08-11T18:43:45Z	2	10	1.984160000897431	0.0021921712394349737	0.9920800004487155
group_156	14	4903634	1000 m	2022-08-12T03:43:43Z	3	12	1.1921794743192644	0.005108452131238393	0.39739315810642145
group_43	14	4903634	1000 m	2022-08-09T12:43:47Z	10	41	3.140035826161179	0.0028779292713373675	0.31400358261611794
group_65	14	4903634	1000 m	2022-08-10T07:43:46Z	1	4	0.3663575535935662	0.00642338119350272	0.3663575535935662
group_85	14	4903634	1000 m	2022-08-10T14:43:46Z	4	19	1.0380321541494242	0.002575452916487475	0.25950803853735604
last_group	14	4903634	1000 m	2022-08-13T01:43:42Z	17	70	8.91987310233559	0.0033900806093985544	0.5246984177844465
group_105	15	4903634	1000 m	2022-08-21T04:14:03Z	1	7	0.08978565853988826	0.005266189608414185	0.08978565853988826
group_19	15	4903634	1000 m	2022-08-19T07:14:06Z	4	17	1.618088746482622	0.0036192548725554052	0.4045221866206555
group_196	15	4903634	1000 m	2022-08-22T07:08:02Z	20	83	5.305370445157424	0.0031164522065001447	0.2652685222578712
group_217	15	4903634	1000 m	2022-08-23T08:14:01Z	5	20	1.3802827173525458	0.0030006299491497418	0.2760565434705092
group_27	15	4903634	1000 m	2022-08-19T13:14:06Z	2	7	0.6179635392033351	0.0019335347526149849	0.30898176960166757
group_47	15	4903634	1000 m	2022-08-19T20:14:06Z	5	19	2.2831210481539226	0.005595461122754146	0.45662420963078454
group_55	15	4903634	1000 m	2022-08-20T03:14:05Z	2	7	0.42379059747796755	0.0025875617332065605	0.21189529873898377
group_70	15	4903634	1000 m	2022-08-20T08:14:05Z	3	14	0.8392783150053889	0.004782782653606185	0.2797594383351296
group_78	15	4903634	1000 m	2022-08-20T14:14:05Z	1	7	0.17126843357766633	0.001296806616553292	0.17126843357766633
group_84	15	4903634	1000 m	2022-08-20T18:14:05Z	1	5	0.31167304818512837	0.00195407914452303	0.31167304818512837
group_95	15	4903634	1000 m	2022-08-20T22:14:05Z	3	10	0.7757755756347058	0.003042527553547799	0.2585918585449019
last_group	15	4903634	1000 m	2022-08-23T17:14:01Z	2	9	0.3458580204648391	0.003059143506106504	0.17292901023241955
group_111	16	4903634	1000 m	2022-08-31T03:09:36Z	5	20	1.0971257798086838	0.0014505019673517656	0.21942515596173676
group_136	16	4903634	1000 m	2022-08-31T14:09:36Z	6	24	0.9269453038690483	0.0029139063392318886	0.1544908839781747
group_17	16	4903634	1000 m	2022-08-29T05:09:39Z	3	15	0.4959397875188168	8.318746682979906e-4	0.16531326250627226
group_171	16	4903634	1000 m	2022-09-01T05:09:35Z	9	34	1.3644786060745102	0.002154386879530479	0.1516087340082789
group_203	16	4903634	1000 m	2022-09-01T23:09:34Z	7	28	1.4913123050144657	0.0023455952716583206	0.21304461500206653
group_213	16	4903634	1000 m	2022-09-02T08:09:34Z	2	9	0.28653535247898254	4.956015366469058e-4	0.14326767623949127
group_220	16	4903634	1000 m	2022-09-02T13:09:34Z	1	3	0.7424495263528199	0.005948201112687901	0.7424495263528199
group_24	16	4903634	1000 m	2022-08-29T11:09:39Z	1	6	0.2075720745961423	0.0031075504034407285	0.2075720745961423
