wmo	size_class	max_abundance	standard_dev	time_max_abundance	depth	r2	date	xmax	xmin	DOY
6904241	NP_Size_406	0.03672479971955833	63.9708217422083	212.54876856308135	190	0.16082004529148675	2022-08-01	245	181	213
6904241	NP_Size_512	0.9240653955905749	9.00883970268205	176.26910202508992	30	0.9477124736985618	2022-06-26	181	172	177
6904241	NP_Size_512	0.35612222975826213	23.38604081906032	188.42977210031702	50	0.9646067271652655	2022-07-08	201	177	189
6904241	NP_Size_512	0.2925512603478928	22.05010086267737	194.1268157081547	70	0.9867329263396648	2022-07-14	206	184	195
6904241	NP_Size_512	0.19240381923755354	21.407345246544196	194.47831337603265	90	0.9094390276220975	2022-07-14	206	184	195
6904241	NP_Size_512	0.13175609652062925	25.585828819371418	193.80353007320966	110	0.7068183681941369	2022-07-13	207	182	194
6904241	NP_Size_512	0.08314177916327342	33.83554903568313	198.29595991405643	130	0.33986966216996906	2022-07-18	216	182	199
6904241	NP_Size_512	0.0581971830300349	48.527289490315106	203.39224125645265	150	0.13207932617373108	2022-07-23	228	180	204
6904241	NP_Size_512	0.040319060077111384	65.10167387740081	206.75541433518916	170	0.0704654869462017	2022-07-26	240	175	207
6904241	NP_Size_512	0.03800383492557946	74.68384647992113	212.71418217263493	190	0.06329229803513448	2022-08-01	251	176	213
6904241	NP_Size_645	1.0272181953427355	7.954583298166494	175.8684608738383	30	0.9841456234952146	2022-06-25	180	172	176
6904241	NP_Size_645	0.30841724436161827	27.59718620766172	180.87149345239118	50	0.9531008044608635	2022-06-30	195	168	181
6904241	NP_Size_645	0.2711102893707767	23.669390956537992	191.76036255034373	70	0.9948095965865096	2022-07-11	204	180	192
6904241	NP_Size_645	0.2045875977767433	22.260318637284584	192.59549538249541	90	0.9456706960439285	2022-07-12	204	182	193
6904241	NP_Size_645	0.16642481471661533	22.538144700763763	192.71765503070566	110	0.8579382703647711	2022-07-12	204	182	193
6904241	NP_Size_645	0.09664213061405333	31.222711002905136	196.65884945550098	130	0.5155198357854422	2022-07-16	213	182	197
6904241	NP_Size_645	0.07002509812826736	43.974501526331	197.99861209217985	150	0.23673592358468565	2022-07-17	220	177	198
6904241	NP_Size_645	0.05527406353139484	47.69332799472975	198.55116354328436	170	0.20687692568977256	2022-07-18	223	175	199
6904241	NP_Size_645	0.04285796136615159	104.70846973414778	208.34335455140493	190	0.01709652072664425	2022-07-28	261	156	209
6904241	NP_Size_813	0.7952851609046194	7.843481963064719	175.99456324503515	30	0.9916110843744758	2022-06-25	180	173	176
6904241	NP_Size_813	0.25621073715900483	36.35229181066068	165.26644991663014	50	0.9969102406139746	2022-06-15	184	148	166
6904241	NP_Size_813	0.20595296133592852	26.821353134041672	188.64947333778164	70	0.9966676465984633	2022-07-08	203	176	189
6904241	NP_Size_813	0.2176743941858897	21.991841432906536	192.64166547259273	90	0.9791217776254613	2022-07-12	204	182	193
6904241	NP_Size_813	0.1709009848338951	24.05660048523961	192.20727366257543	110	0.9139151977921365	2022-07-12	205	181	193
6904241	NP_Size_813	0.11004033473057812	27.363844582245296	193.54136561753845	130	0.6855700895155487	2022-07-13	208	180	194
6904241	NP_Size_813	0.08204880323745342	34.75958453801134	198.3387445492295	150	0.44460829009181	2022-07-18	216	181	199
6904241	NP_Size_813	0.06221913394797774	46.208669432440814	194.82822400076245	170	0.3366452850771863	2022-07-14	218	172	195
6904241	NP_Size_813	0.058327893091453815	51.05790245166512	198.2391158046112	190	0.17634969209828677	2022-07-18	224	173	199
6904241	NP_Size_1020	0.6079492428013805	10.413991127643742	174.22897392857655	30	0.9530028203488135	2022-06-24	180	170	175
6904241	NP_Size_1020	0.21490067725312453	41.7630918078813	167.90484775687435	70	0.9491671686539906	2022-06-17	189	148	168
6904241	NP_Size_1020	0.24861554424169835	22.658038065959587	191.20703733636572	90	0.9925580643011469	2022-07-11	203	180	192
6904241	NP_Size_1020	0.24279839195821154	21.632654163507656	191.7597545163743	110	0.9601307173708827	2022-07-11	203	181	192
6904241	NP_Size_1020	0.1584685497009908	25.109670621867583	195.05367794918186	130	0.9251895397941443	2022-07-15	208	183	196
6904241	NP_Size_1020	0.13304113563530437	29.116856214859748	192.82624553448983	150	0.7006070623446055	2022-07-12	208	179	193
6904241	NP_Size_1020	0.09886994498168883	38.581128000885755	191.8523968488134	170	0.63196317716931	2022-07-11	212	173	192
6904241	NP_Size_1020	0.08400761081034126	42.07079670799779	193.43588206261936	190	0.3615924604872951	2022-07-13	215	173	194
6904241	NP_Size_1290	0.5162312825669146	10.645190128103145	174.51229914457497	30	0.8787268658046321	2022-06-24	180	170	175
6904241	NP_Size_1290	0.24769676104134522	23.47322787289507	189.87955043396124	90	0.9714851167247112	2022-07-09	202	179	190
6904241	NP_Size_1290	0.259125044135636	24.82804219522214	192.15687142685016	110	0.9750246980907685	2022-07-12	205	180	193
6904241	NP_Size_1290	0.19188780219861645	28.200618691497336	191.69963352966607	130	0.9009822686308896	2022-07-11	206	178	192
